Company,TypeName,Inches,screen_resolution,has_ips_panel,is_touchscreen,resolution_width,resolution_height,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,gpu_brand,gpu_name,OpSys,Weight,Price,total_pixels
dell,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i7,1.8,8,HDD,1024,Intel, UHD Graphics 620,windows,1.6,44702,2073600
hp,Notebook,17.3,Full HD,1,0,1080,1920,Intel,Core i5,1.6,8,HDD,1024,Nvidia, GeForce 930MX,windows,2.5,48698,2073600
Razer,Gaming,17.3,4k Ultra HD,0,1,2160,3840,Intel,Core i7,2.9,32,,-1024,Nvidia, GeForce GTX 1080,windows,3.5,324955,8294400
HP,Notebook,13.3,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,,512,Intel, UHD Graphics 620,windows,1.5,51096,2073600
HP,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,,256,Nvidia, GeForce GTX 1050,windows,3.4,73473,2073600
hp,Notebook,17.3,Full HD,0,0,,1920,Intel,Core i7,1.8,8,SSD,256,Nvidia, GeForce 930MX ,windows,2.5,55678,2073600
dell,Gaming,15.6,4k Ultra HD,1,0,2160,3840,Ietnl,Core i7,2.8,16,Hybrid,512,Nvidia, GeForce GTX 1060,windows,2.7,98302,8294400
lenovo,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.3,4,,128,Intel, HD Graphics 520,windows,2.1,26267,1049088
Acer,Notebook,15.6,Full HD,0,0,,1920,Intel,Core i7,2.7,8,,1024,Nvidia, GeForce 940MX,windows,2.2,39534,2073600
,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,,512,Nvidia, GeForce GTX 1060,,3.2,93187,2073600
Dell,Workstation,15.6,4k Ultra HD,0,0,2160,3840,Intel,Xeon E3-1505M,3,16,Hybrid,256,Nvidia, Quadro M1200,windows,2.8,162770,8294400
,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,SSD,512,Nvidia, GeForce GTX 1060,,2.4,-74485,2073600
dell,Notebook,15.6,,0,1,768,1366,Intel,Core i3,2.4,6,,1024,Intel, HD Graphics 620,windows,2.3,23390,1049088
Dell,Ultrabook,13.3,4k Ultra HD,1,1,2160,3840,Intel,Core i7,1.8,8,,256,Intel, UHD Graphics 620,windows,1.2,103843,8294400
,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,HDD,1024,Nvidia, GeForce GTX 1050,,2.4,41505,2073600
Asus,Gaming,17.3,Full HD,0,0,,1920,Intel,Core i7,2.8,16,Hybrid,256,Nvidia, GeForce GTX 1050,windows,2.9,74965,2073600
hp,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,,500,Intel, HD Graphics 520,,2.1,18595,2073600
lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,Intel, HD Graphics 620,,2.2,29251,2073600
Huawei,Ultrabook,13,Full HD,1,0,1440,2160,Intel,Core i7,2.7,8,,512,Intel, HD Graphics 620,windows,1.1,79867,3110400
Dell,Ultrabook,13.3,Full HD,1,0,1080,1920,Ietnl,Core i7,1.8,8,,256,AMD, Radeon 530,windows,1.4,49651,2073600
lenovo,Notebook,17.3,,0,0,900,1600,Intel,Core i5,2.5,8,,1024,Nvidia, GeForce GTX 940MX,,2.8,31382,1440000
HP,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,,256,Nvidia, GeForce 930MX,windows,1.6,54932,2073600
Dell,Ultrabook,14,Full HD,0,0,1080,1920,Inetl,Core i5,1.6,8,SSD,256,Intel, UHD Graphics 620,windows,1.6,61219,2073600
Dell,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i7,1.8,16,SSD,512,Intel, UHD Graphics 620,windows,1.6,68145,2073600
dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,,256,AMD, Radeon 520,linux,2.2,36089,2073600
Lenovo,2 in 1 Convertible,14,Full HD,1,0,1080,1920,Itenl,Core i5,1.6,,SSD,256,Intel, UHD Graphics 620,windows,1.7,47899,2073600
Toshiba,Ultrabook,13.3,Full HD,0,0,1080,1920,Intel,Core i7,2.5,8,SSD,256,Intel, HD Graphics 520,windows,1.2,72621,2073600
HP,Notebook,15.6,Full HD,0,0,1080,1920,Inetl,Core i5,1.6,20,,1024,Intel, UHD Graphics 620,windows,2.1,42304,2073600
Dell,Gaming,17.3,Full HD,1,0,,1920,Intel,Core i7,2.8,16,,256,Nvidia, GeForce GTX 1060,windows,4.4,130874,2073600
Acer,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,Nvidia, GeForce 940MX,windows,2.2,44329,2073600
dell,Notebook,15.6,Full HD,0,1,1080,1920,Intel,Core i7,2.7,16,,1024,AMD, Radeon R7 M445,windows,2.3,45768,2073600
,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,256,Nvidia, GeForce 920MX ,,2,40972,2073600
Asus,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,Hybrid,256,Nvidia, GeForce GTX 950M,windows,2.7,47472,2073600
HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,,-1024,AMD, FirePro W4190M ,windows,1.9,67612,2073600
Asus,Notebook,15.6,,0,0,768,1366,Ientl,Core i3,2.4,4,,1024,Intel, HD Graphics 620,windows,2.4,21258,1049088
,Notebook,15.6,,0,0,768,1366,AMD,E-Series 9000e,1.5,4,,500,AMD, Radeon R2,,2.1,-17582,1049088
Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,,256,Nvidia, GeForce GTX 1060,windows,3.2,79867,2073600
Dell,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,Intel, HD Graphics 620,windows,1.6,45768,2073600
acer,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i5,2.3,8,SSD,256,Intel, HD Graphics 520,windows,1.6,36710,2073600
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,16,,256,AMD, Radeon R7 M445,linux,2.4,47899,2073600
,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2,4,HDD,1024,Intel, HD Graphics 520,,2.1,20779,1049088
asus,Notebook,15.6,Full HD,0,0,1080,1920,AMD,A10-Series A10-9620P,2.5,4,,128,AMD, Radeon R5 M430,windows,2.2,30636,2073600
Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.9,32,,512,Nvidia, GeForce GTX 1080,windows,4.7,207259,2073600
acer,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,,256,Nvidia, GeForce GTX 1050,windows,2.5,45075,2073600
Lenovo,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2,8,,128,Intel, HD Graphics 520,windows,7.2,31382,1049088
,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i7,1.8,20,Hybrid,-128,Nvidia, GeForce 150MX,,2.1,61006,2073600
Asus,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,,128,Nvidia, GeForce GTX 950M,,2.7,47366,2073600
Dell,Gaming,15.6,Full HD,0,0,1080,1920,Ientl,Core i5,2.5,8,SSD,256,Nvidia, GeForce GTX 1050,windows,2.6,46833,2073600
Lenovo,2 in 1 Convertible,13.9,Full HD,1,1,1080,1920,Intel,Core i7,2.7,8,,-256,Intel, HD Graphics 620,windows,1.4,57489,2073600
dell,Notebook,15.6,Full HD,0,0,1080,1920,Ietnl,Core i7,1.8,8,,128,AMD, Radeon 530,windows,2.2,52481,2073600
hp,Notebook,15.6,,0,1,,1366,Intel,Core i5,2.5,20,,1024,Intel, HD Graphics 620,windows,2,29784,1049088
Asus,Gaming,17.3,Full HD,0,0,1080,1920,Ietnl,Core i7,2.9,16,SSD,256,Nvidia, GeForce GTX 1080,windows,3.6,159787,2073600
HP,Notebook,13.3,Full HD,1,0,1080,1920,Ientl,Core i5,1.6,4,,500,Intel, UHD Graphics 620,windows,1.5,35964,2073600
Apple,Ultrabook,13.3,,1,0,1600,2560,Intel,Core i5,3.1,8,,512,Intel, Iris Plus Graphics 650,macos,1.4,108691,4096000
dell,2 in 1 Convertible,15.6,Full HD,1,1,1080,1920,Intel,Core i7,1.8,8,,1024,Intel, UHD Graphics 620,windows,2.1,43636,2073600
Asus,Gaming,17.3,Full HD,0,0,,1920,Intel,Core i7,2.8,16,,256,Nvidia, GeForce GTX 980M,windows,4.3,95851,2073600
asus,Notebook,15.6,,0,0,,1366,AMD,A9-Series 9420,3,,HDD,1024,AMD, Radeon R5 M420,windows,1.7,24988,1049088
Lenovo,2 in 1 Convertible,13.9,Full HD,1,1,1080,1920,Intel,Core i7,1.8,8,SSD,512,Intel, UHD Graphics 620,windows,1.4,98515,2073600
Acer,Notebook,17.3,Full HD,1,0,1080,1920,Intel,Core i3,2.7,4,,256,Nvidia, GeForce MX130,windows,3,37403,2073600
Dell,Ultrabook,13.3,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,,256,Intel, UHD Graphics 620,windows,1.4,50563,2073600
HP,Notebook,15.6,,0,0,768,1366,AMD,A6-Series A6-9220,2.5,8,,128,AMD, Radeon R4 Graphics,windows,1.9,23758,1049088
hp,Notebook,17.3,Full HD,1,0,1080,1920,Intel,Core i7,1.8,16,,1024,Nvidia, GeForce MX150,windows,2.9,56424,2073600
MSI,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,,512,Nvidia, GeForce GTX 1070,windows,4.1,133147,2073600
Lenovo,2 in 1 Convertible,15.6,Full HD,1,1,1080,1920,Inetl,Core i7,2.8,8,,512,Nvidia, GeForce GTX 1050M,windows,2,90523,2073600
Dell,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,,128,AMD, Radeon 530,windows,2.8,60846,2073600
,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,,256,Intel, HD Graphics 520,,2.2,23656,2073600
HP,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i5,1.6,4,,500,Intel, HD Graphics 620,windows,2.1,38468,2073600
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,,1024,Intel, HD Graphics 620,windows,2.2,35005,2073600
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,1024,AMD, Radeon R5 M430,windows,2.2,30103,2073600
Dell,2 in 1 Convertible,15.6,Full HD,0,1,1080,1920,Intel,Core i5,1.6,8,SSD,256,Intel, UHD Graphics 620,windows,2.7,42571,2073600
asus,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i7,1.8,8,,512,Intel, UHD Graphics 620,windows,4.1,79867,2073600
HP,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,,1024,Nvidia, GeForce 930MX ,windows,2.5,54239,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,SSD,256,Intel, UHD Graphics 620,windows,2.1,46886,2073600
Apple,Ultrabook,13.3,,1,0,1600,2560,Intel,Core i5,2.9,8,SSD,512,Intel, Iris Graphics 550,macos,,104370,4096000
Asus,Gaming,17.3,Full HD,0,0,1080,1920,AMD,Ryzen 1700,3,16,Hybrid,256,AMD, Radeon RX 580,windows,,82531,2073600
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,SSD,256,AMD, Radeon 520,linux,2.1,39165,2073600
,2 in 1 Convertible,14,,0,1,1440,2560,Intel,Core i7,2.6,16,,512,Intel, HD Graphics 520,,1.4,133147,3686400
toshiba,Notebook,15.6,,0,0,768,1366,Intel,Core i7,2.5,8,,500,Nvidia, GeForce 930M,windows,2.2,43263,1049088
Dell,Notebook,15.6,,0,0,768,1366,Inetl,Core i7,2.7,,HDD,1024,Intel, HD Graphics 620,windows,2.3,37992,1049088
,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,,128,AMD, Radeon 530,,2.8,58555,2073600
Acer,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,1.8,8,,-1024,Nvidia, GeForce MX130,windows,2.2,39694,2073600
Lenovo,Notebook,17.3,,0,0,900,1600,Intel,Core i3,2,4,,1024,Intel, HD Graphics 520,windows,2.8,26054,1440000
lenovo,Notebook,17.3,Full HD,0,0,1080,1920,Ietnl,Core i7,1.8,8,,2048,Nvidia, GeForce MX150,,2.8,45235,2073600
,Notebook,17.3,,0,0,900,1600,Intel,Core i7,2.7,6,Hybrid,128,Nvidia, GeForce 940MX,,2.8,45768,1440000
,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,HDD,1024,AMD, Radeon R5 M430,,2.3,22804,2073600
Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Ietnl,Core i5,2.5,8,,256,Nvidia, GeForce GTX 1050,windows,2.5,44169,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,15,,256,Intel, HD Graphics 620,windows,2.2,30849,2073600
Acer,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,1.8,8,,256,Nvidia, GeForce MX150,windows,3,50669,2073600
Acer,Notebook,15.6,Full HD,1,1,1080,1920,Intel,Core i7,2.7,12,HDD,1024,Intel, HD Graphics 620,windows,2.2,35112,2073600
lenovo,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.7,,SSD,256,Intel, HD Graphics 630,windows,2,58448,2073600
Asus,Ultrabook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,256,Nvidia, GeForce 940MX,windows,1.7,52055,2073600
lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,,256,Nvidia, GeForce GTX 1050 Ti,windows,2.5,62817,2073600
,Notebook,15.6,Full HD,0,0,,1920,Intel,Core i7,2.7,8,,1024,Nvidia, GeForce 940MX,,,35112,2073600
acer,Notebook,15.6,,0,0,768,1366,Itenl,Celeron Dual,1.5,2,,-16,Intel, HD Graphics,other,2.2,10603,1049088
Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,,1024,Nvidia, GeForce GTX 1050,windows,3,63243,2073600
hp,Notebook,17.3,,0,0,900,1600,Intel,Core i3,2,8,HDD,1024,Intel, HD Graphics 520,windows,2.5,26054,1440000
dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,,256,Nvidia, GeForce GTX 1050,windows,2,97449,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,,256,Intel, UHD Graphics 620,windows,2.1,39374,2073600
Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,HDD,1024,Nvidia, GeForce GTX 1060,windows,3.2,69211,2073600
,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,,256,Nvidia, GeForce GTX 1050 Ti,,2.5,52161,2073600
Dell,Workstation,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.9,16,,256,Nvidia, Quadro M1200,windows,3.4,153705,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,AMD,A10-Series 9600P,2.4,6,,1024,AMD, Radeon R5 430,windows,2.4,26587,2073600
Asus,Ultrabook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,16,SSD,512,Nvidia, GeForce 940MX,windows,,78215,2073600
,Notebook,14,,0,0,768,1366,Intel,Core i3,2.4,4,,128,Intel, HD Graphics 620,,1.3,27120,1049088
asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,-256,Nvidia, GeForce GTX 1070,windows,2.9,113060,2073600
Lenovo,Notebook,17.3,,0,0,900,1600,Intel,Core i5,2.5,6,,1024,Nvidia, GeForce GTX 940M,windows,5.8,34579,1440000
Lenovo,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.5,8,,2048,Nvidia, GeForce 940MX,,2.2,29251,1049088
asus,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,Nvidia, GeForce GTX 1050 Ti,windows,2.5,67399,2073600
Lenovo,Notebook,15.6,,0,0,768,1366,Intel,Pentium Quad,1.1,4,,1024,Intel, HD Graphics 505,,2.2,19180,1049088
,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i7,2.8,16,SSD,256,Intel, HD Graphics 620,,1.3,105228,2073600
Toshiba,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.5,8,,256,Nvidia, GeForce 930M,windows,2.2,55571,2073600
Lenovo,Notebook,15.6,Full HD,0,0,,1920,Intel,Core i5,2.5,8,Hybrid,128,Nvidia, GeForce 940MX,windows,,43636,2073600
HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,,1024,Intel, HD Graphics 520,windows,1.9,24988,2073600
Lenovo,Notebook,13.3,Full HD,1,0,1080,1920,Ientl,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,1.1,53227,2073600
,Ultrabook,13.3,4k Ultra HD,1,1,2160,3840,Itenl,Core i7,1.8,16,SSD,1024,Intel, UHD Graphics 620,,1.2,133147,8294400
msi,Gaming,15.6,Full HD,1,0,1080,1920,Inetl,Core i7,2.8,16,Hybrid,256,Nvidia, GeForce GTX 1070,windows,2.8,111835,2073600
Acer,Notebook,15.6,Full HD,0,0,1080,1920,AMD,A8-Series 7410,2.2,8,SSD,256,AMD, Radeon R5,windows,2.2,24988,2073600
Asus,2 in 1 Convertible,11.6,,0,1,768,1366,Intel,Celeron Dual,1.1,2,,32,Intel, HD Graphics 500,windows,1.1,14652,1049088
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Itnel,Core i5,1.6,8,,128,AMD, Radeon 530,windows,2.3,44968,2073600
hp,2 in 1 Convertible,13.3,4k Ultra HD,1,1,2160,3840,Intel,Core i7,1.8,16,,1024,Intel, UHD Graphics 620,windows,1.3,130483,8294400
Lenovo,Notebook,13.3,,0,0,768,1366,Intel,Celeron Dual,1.6,4,,16,Intel, HD Graphics 510,other,1.5,24503,1049088
hp,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,2,52214,2073600
acer,Notebook,11.6,,0,0,768,1366,Intel,Pentium Quad,1.6,4,,128,Intel, HD Graphics 405,windows,1.4,25841,1049088
hp,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,,256,Intel, HD Graphics 620,windows,1.5,68838,2073600
lenovo,Notebook,17.3,,0,0,900,1600,Intel,Core i5,2.5,4,HDD,1024,Nvidia, GeForce 920MX,windows,2.8,31382,1440000
Asus,Notebook,14,Full HD,0,0,,1920,Intel,Core i7,2.7,8,,256,Intel, HD Graphics 620,windows,2,58288,2073600
hp,Notebook,15.6,Full HD,1,0,768,1366,Itnel,Core i7,1.8,8,,1024,Intel, UHD Graphics 620,windows,2.1,48059,1049088
Acer,Notebook,15.6,,0,0,768,1366,AMD,A12-Series 9720P,2.7,8,,256,AMD, Radeon RX 540,windows,2.2,35112,1049088
Lenovo,Notebook,14,,0,0,768,1366,Ietnl,Celeron Dual,1.1,4,,-32,Intel, HD Graphics 500,windows,1.4,15558,1049088
acer,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.5,6,,1024,Intel, HD Graphics 620,windows,8.2,29251,1049088
Asus,Ultrabook,15.6,Full HD,0,0,1080,1920,Inetl,Core i7,2.7,8,,256,Nvidia, GeForce 940MX,windows,1.7,55939,2073600
HP,Ultrabook,12.5,Full HD,0,0,1080,1920,Ientl,Core i7,2.7,20,,256,Intel, HD Graphics 620,windows,1.3,71129,2073600
dell,Notebook,15.6,4k Ultra HD,0,1,2160,3840,Intel,Core i7,2.8,32,,1024,Nvidia, GeForce GTX 1050,windows,2.1,140606,8294400
MSI,Gaming,17.3,Full HD,0,0,1080,1920,Ietnl,Core i7,2.8,8,,256,Nvidia, GeForce GTX 1050 Ti,windows,2.7,63883,2073600
toshiba,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,Intel, HD Graphics 620,windows,2,50243,2073600
asus,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,,256,Intel, HD Graphics 620,windows,2,71076,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Ientl,Core i3,2,,,1024,Intel, HD Graphics 520,windows,1.9,23923,2073600
Asus,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,,256,Nvidia, GeForce GTX 1050,windows,2.5,53227,2073600
hp,Notebook,14,Full HD,0,0,1080,1920,Itnel,Core i5,2.6,8,SSD,256,Intel, HD Graphics 620,windows,1.5,67559,2073600
hp,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,1.8,60952,2073600
asus,Notebook,15.6,,0,0,768,1366,Intel,Celeron Dual,1.1,4,,1024,Intel, HD Graphics 500,linux,2,14651,1049088
Dell,Notebook,15.6,Full HD,0,0,,1920,Intel,Core i5,1.6,8,SSD,-256,Nvidia, GeForce 940MX,windows,2,60886,2073600
Dell,Notebook,15.6,,0,0,768,1366,Itnel,Celeron Dual,1.6,4,HDD,500,Intel, HD Graphics,linux,2.2,14647,1049088
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,AMD,A12-Series 9720P,3.6,12,,2048,AMD, Radeon 530,windows,2.2,-47899,2073600
hp,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i3,2.4,8,,1024,Nvidia, GeForce 930MX ,windows,2.1,-38148,2073600
Lenovo,2 in 1 Convertible,13.9,4k Ultra HD,1,1,2160,3840,Intel,Core i7,1.8,16,SSD,512,Intel, UHD Graphics 620,windows,1.4,111835,8294400
Dell,Ultrabook,13.3,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,SSD,256,Intel, UHD Graphics 620,windows,1.2,84129,2073600
Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,,256,Nvidia, GeForce GTX 1050 Ti,windows,2.4,60153,2073600
HP,Notebook,14,,0,0,768,1366,Intel,Celeron Dual,1.6,2,Flash Storage,32,Intel, HD Graphics 400,windows,1.4,14865,1049088
Dell,Ultrabook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.9,16,,512,Intel, UHD Graphics 620,windows,1.9,85672,2073600
asus,2 in 1 Convertible,11.6,,0,1,768,1366,Intel,Celeron Dual,1.1,4,,32,Intel, HD Graphics 500,windows,1.5,19980,1049088
Dell,Ultrabook,15.6,Full HD,0,0,1080,1920,Itnel,Core i5,1.6,8,HDD,1024,AMD, Radeon 530,windows,0,35325,2073600
HP,Notebook,15.6,Full HD,0,0,1080,1920,Itnel,Core i7,2.7,8,SSD,256,Intel, HD Graphics 620,windows,1.8,69477,2073600
MSI,Gaming,17.3,Full HD,0,0,1080,1920,Ietnl,Core i7,2.8,8,,128,Nvidia, GeForce GTX 1060,windows,2.7,75072,2073600
HP,Workstation,15.6,Full HD,0,0,1080,1920,Itnel,Core i7,2.8,8,SSD,256,Nvidia, Quadro M1200,windows,2.6,92615,2073600
toshiba,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.5,16,SSD,512,Nvidia, GeForce 930M,windows,2.4,74752,2073600
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,,128,AMD, Radeon 530,windows,2,51730,2073600
,Notebook,15.6,,0,0,768,1366,Itenl,Celeron Dual,1.1,4,,1024,Intel, HD Graphics 500,,2.2,17156,1049088
dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,HDD,1024,Nvidia, GeForce GTX 1050,windows,2.7,53227,2073600
dell,Notebook,15.6,,0,1,768,1366,Intel,Core i5,2.5,8,,2048,Intel, HD Graphics 620,windows,2.4,29697,1049088
,Notebook,14,Full HD,0,0,1080,1920,Ietnl,Core i5,2.6,8,SSD,256,Intel, HD Graphics 620,,1.4,76031,2073600
hp,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2,4,,500,Intel, HD Graphics 520,windows,1.9,23390,1049088
,Notebook,14,Full HD,0,0,1080,1920,Itnel,Core i5,2.5,8,,256,Intel, HD Graphics 620,,2,50350,2073600
Lenovo,Notebook,17.3,,0,0,,1600,Intel,Core i5,2.5,6,,128,Nvidia, GeForce GTX 940MX,windows,2.8,38308,1440000
HP,Notebook,15.6,Full HD,0,0,1080,1920,Ietnl,Core i5,2.5,8,,-1024,Intel, HD Graphics 620,windows,1.9,34046,2073600
,Notebook,15.6,,0,0,768,1366,Inetl,Core i3,2,8,,256,Nvidia, GeForce 920MX ,,2.2,26587,1049088
hp,Notebook,15.6,,0,0,768,1366,Intel,Pentium Quad,1.6,8,HDD,2048,Intel, HD Graphics 405,windows,,20726,1049088
Dell,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,,128,AMD, Radeon 530,windows,2.8,57809,2073600
Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,,128,Nvidia, GeForce GTX 1050,,2.4,43104,2073600
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,,-256,AMD, Radeon R7 M445,windows,2.3,47899,2073600
HP,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,,256,Intel, HD Graphics 620,windows,1.4,93240,2073600
Asus,2 in 1 Convertible,15.6,Full HD,0,1,1080,1920,Intel,Core i7,2.7,12,,512,Nvidia, GeForce GT 940MX,windows,2.3,58555,2073600
Acer,Notebook,15.6,,0,0,768,1366,AMD,A9-Series 9420,3,4,,128,AMD, Radeon R5,windows,2.1,22697,1049088
Asus,Gaming,17.3,Full HD,1,0,,1920,AMD,Ryzen 1700,3,,,256,AMD, Radeon RX 580,windows,3.3,117163,2073600
Lenovo,Notebook,17.3,,0,0,900,1600,AMD,A8-Series 7410,2.2,,,128,AMD, Radeon R5,windows,2.6,26054,1440000
Dell,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i7,1.8,8,,256,Intel, UHD Graphics 620,windows,1.6,46301,2073600
HP,Notebook,15.6,Full HD,0,0,1080,1920,AMD,A9-Series 9420,3,4,SSD,-256,AMD, Radeon R5,windows,1.9,26053,2073600
lenovo,Netbook,11.6,,1,0,768,1366,Intel,Celeron Quad,1.1,4,SSD,128,Intel, HD Graphics 500,windows,1.6,29464,1049088
dell,Notebook,15.6,,0,0,768,1366,Intel,Celeron Dual,1.6,4,,500,Intel, HD Graphics 400,windows,1.8,16464,1049088
Asus,Notebook,14,,0,0,768,1366,Ietnl,Celeron Dual,1.1,4,,32,Intel, HD Graphics 500,windows,1.5,15238,1049088
Acer,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,,1024,Nvidia, GeForce GTX 1050,linux,2.4,45075,2073600
hp,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,Nvidia, GeForce GTX 1050,windows,3.4,63456,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,,128,Intel, HD Graphics 520,,1.9,21498,2073600
Asus,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,-128,Nvidia, GeForce GTX 1060,windows,2.3,88178,2073600
Lenovo,Notebook,14,Full HD,1,0,1080,1920,Itnel,Core i5,2.5,8,,256,Nvidia, GeForce 940MX,windows,1.5,58555,2073600
